date,total_views,total_comments,total_likes,total_shares,avg_engagement_rate,avg_like_rate,avg_comment_rate,num_videos
2021-07-20,11495,9,126,43,0.8168989192476513,0.6953002253449945,0.12159869390265723,119
2021-07-21,14850,16,240,82,1.1310871252962986,1.0777953005612195,0.05329182473507892,118
2021-07-22,14666,10,213,62,1.4879365758312086,1.4456565408698347,0.04228003496137381,117
2021-07-23,14472,7,160,60,-0.03076076846498138,-0.05934341594113799,0.028582647476156728,120
2021-07-24,11693,3,149,61,1.5352217181831749,1.5241848448607689,0.011036873322405256,115
2021-07-25,11311,3,145,53,1.9474396534658251,1.9132978420378781,0.03414181142794713,113
2021-07-26,13091,7,136,52,0.8304750673049304,0.7880629886956302,0.04241207860930011,112
2021-07-27,14764,12,162,31,1.1356200669506,0.800908560127815,0.33471150682278533,118
2021-07-28,14833,2,159,40,0.37809314868071264,0.37606027959954863,0.0020328690811638505,117
2021-07-29,14071,4,171,45,1.8364246695908277,1.8220967863081776,0.01432788328264933,115
2021-07-30,15446,14,262,81,0.7497384035053065,0.7111329268100955,0.03860547669521091,121
2021-07-31,12134,7,193,67,2.282137527497868,2.2607796894337993,0.021357838064067967,120
2021-08-01,11247,7,160,56,2.1799245197998975,2.1618655436723975,0.018058976127499984,118
2021-08-02,13528,6,175,53,1.3972278331238195,1.353090397726745,0.044137435397074445,119
2021-08-03,14202,3,169,51,0.7186848201243279,0.7054712080109682,0.013213612113359507,121
2021-08-04,14099,7,166,41,0.6379063395303247,0.6227590672991715,0.015147272231153463,121
2021-08-05,15699,11,236,60,0.9398400020991323,0.9216844748955184,0.01815552720361395,116
2021-08-06,15241,7,200,56,1.670382391723441,1.3640715594672082,0.3063108322562329,120
2021-08-07,12201,9,167,63,1.301544781303431,1.241977943870359,0.05956683743307198,117
2021-08-08,11372,9,176,57,1.6279046360661362,1.5073703579629931,0.12053427810314256,116
2021-08-09,13809,4,159,68,1.441766119448804,1.4355236536744458,0.006242465774359416,122
2021-08-10,15676,5,173,97,0.8003935668889961,0.7823161830492533,0.0180773838397426,118
2021-08-11,16565,13,194,89,0.9982876700159347,0.8395527921032628,0.15873487791267177,120
2021-08-12,17349,14,232,61,1.2278193191695284,1.198377500206531,0.029441818962997426,124
2021-08-13,17235,5,228,90,1.1570829248240428,1.1503215246698897,0.006761400154153247,124
2021-08-14,14938,10,178,81,2.0068127256795987,1.8634730448881427,0.14333968079145543,119
2021-08-15,13280,3,202,87,1.131912018066787,1.1268736282357166,0.0050383898310702585,121
2021-08-16,15638,10,224,117,2.3647283663718546,2.350754436595566,0.013973929776288389,123
2021-08-17,14860,3,227,77,3.960170067586509,3.9536765384334327,0.006493529153077208,125
2021-08-18,14306,7,190,70,2.355852047782141,2.295360579523707,0.06049146825843431,120
2021-08-19,15374,5,168,80,1.5671567795372314,1.5599626369982151,0.007194142539015376,121
2021-08-20,14974,9,147,68,0.74401567361321,0.7154890501649376,0.0285266234482724,121
2021-08-21,12953,6,147,43,0.8503596447291053,0.8223657805431956,0.027993864185909625,118
2021-08-22,12186,1,156,51,1.5414128770578746,1.5336458867666125,0.007766990291262126,125
2021-08-23,15026,3,182,69,0.8761543682378407,0.869930882805977,0.006223485431863685,120
2021-08-24,15365,3,195,93,1.473108922687034,1.4471732463718168,0.025935676315217066,122
2021-08-25,15967,15,231,78,1.0978129832335932,1.063195634797709,0.034617348435884335,126
2021-08-26,15406,5,187,57,1.6917358590083391,1.6701286702119036,0.021607188796437953,118
2021-08-27,15732,3,196,52,1.0772789363571906,1.06426173608405,0.013017200273140853,124
2021-08-28,13342,5,169,69,1.3713555803624857,1.2313188789823657,0.14003670138012028,122
2021-08-29,12284,5,171,45,1.1664857887722646,1.1438330610226777,0.02265272774958628,118
2021-08-30,14384,5,179,61,1.8804390376898896,1.8566975372080206,0.023741500481868873,119
2021-08-31,14953,5,193,56,1.2211603105891147,1.20342922197882,0.017731088610295185,129
2021-09-01,15630,10,224,77,1.2972397032359713,1.270497221217823,0.026742482018148328,122
2021-09-02,15095,1,149,56,1.5696900728655543,1.5693221958836174,3.6787698193724e-4,123
2021-09-03,14898,3,196,62,1.2884136630021694,1.2397786936468982,0.04863496935527123,123
2021-09-04,12450,6,136,70,1.5270765590237112,1.4874051875775556,0.03967137144615615,122
2021-09-05,11651,4,161,42,1.3525240931194393,1.34512117344641,0.007402919673029447,125
2021-09-06,12809,4,142,66,1.1867829284774307,1.174672500126843,0.012110428350588056,127
2021-09-07,13226,10,136,64,1.4731859635266824,1.415589535749665,0.05759642777701686,125
2021-09-08,13192,2,145,63,1.0182096238436213,0.9845386778054537,0.03367094603816914,126
2021-09-09,13374,6,158,53,1.261059147034089,1.205986659854843,0.055072487179246093,124
2021-09-10,14538,4,172,67,0.8943589643995619,0.8899526129497997,0.004406351449762202,123
2021-09-11,11993,8,137,58,1.9013589908761142,1.8119891753493824,0.08936981552673312,118
2021-09-12,10559,4,148,50,1.1535069314695994,1.0759312432212962,0.07757568824830323,124
2021-09-13,12812,6,131,47,1.0466106497236072,1.020235537075716,0.026375112647891382,122
2021-09-14,14663,5,170,68,0.7027310430460412,0.6757589042119561,0.026972138834085155,125
2021-09-15,15379,2,170,56,1.0646684424544564,1.036347640449444,0.02832080200501253,125
2021-09-16,16010,12,186,64,1.4688746743579366,1.3743872485529254,0.09448742580501099,120
2021-09-17,16105,12,194,68,1.2802709930211613,1.2323033993937549,0.04796759362740666,128
2021-09-18,13984,2,175,104,1.1394697805781402,1.1166876780291461,0.022782102548993773,119
2021-09-19,12498,4,166,46,2.4493365832796625,2.372564711056327,0.07677187222333484,126
2021-09-20,14424,6,150,36,0.21757352900033353,0.20779301502640657,0.009780513973926788,122
2021-09-21,14943,3,170,50,1.250902508247136,1.2475182117401884,0.0033842965069475206,127
2021-09-22,15855,5,186,63,2.6578220583332164,2.6420183857464004,0.015803672586816517,127
2021-09-23,16026,6,191,65,0.8121241029447498,0.7600320867212543,0.052092016223495616,124
2021-09-24,16951,6,184,56,1.3540019755137491,1.287215915472845,0.06678606004090404,126
2021-09-25,14446,9,186,83,2.460590328036441,2.397288789599962,0.06330153843647836,123
2021-09-26,11993,10,133,56,1.1428958789872918,0.9948954119893108,0.14800046699798164,121
2021-09-27,14347,5,166,55,1.7577787023485707,1.707967861384845,0.04981084096372577,122
2021-09-28,14504,5,169,77,0.946424578283508,0.9211989606304931,0.025225617653015037,128
2021-09-29,14678,3,163,50,1.3149258082514792,1.222195282450088,0.09273052580139192,127
2021-09-30,16486,7,175,59,2.221943284529704,2.1823158039999564,0.039627480529746885,128
2021-10-01,15203,8,161,60,1.1688342485007692,1.1143552214479395,0.054479027052829504,129
2021-10-02,12659,5,130,65,1.0040483525838395,0.9845906900210455,0.01945766256279427,127
2021-10-03,12122,4,122,53,1.6817707973267453,1.605198670046883,0.07657212727986508,121
2021-10-04,13840,10,147,73,2.0852876589288996,1.768763754033346,0.31652390489555293,126
2021-10-05,13850,3,163,62,2.459823930843861,2.4050910278528614,0.05473290299099861,123
2021-10-06,14650,6,150,58,1.0649705433958725,0.9004685013183894,0.1645020420774833,129
2021-10-07,14967,7,180,68,4.953221454778995,4.906516865987881,0.04670458879111319,129
2021-10-08,15334,7,159,62,0.8031316235005056,0.7940901165771903,0.009041506923314986,132
2021-10-09,13212,6,161,45,1.0791372573100413,1.0730484014786343,0.006088855831407017,124
2021-10-10,13370,4,175,60,1.4723102245792463,1.4691463168389693,0.0031639077402774002,123
2021-10-11,14659,7,179,83,1.5610114007595945,1.5207649058788952,0.040246494880699465,129
2021-10-12,14855,2,178,48,1.5722987049940016,1.5614206653701905,0.010878039623811142,124
2021-10-13,14136,4,129,82,0.7380440334078558,0.7363089882187432,0.0017350451891126187,125
2021-10-14,13757,6,179,62,1.4541624530771,1.3535687933407348,0.1005936597363652,123
2021-10-15,13584,4,155,65,2.4717871614473297,2.4192840619846576,0.05250309946267237,126
2021-10-16,12309,3,141,89,1.8510803952877046,1.7450957135600456,0.10598468172765937,123
2021-10-17,11100,3,138,41,1.453294299019084,1.3651818152062714,0.0881124838128135,126
2021-10-18,14045,16,211,64,1.5399898533858178,1.5278191555999237,0.01217069778589434,123
2021-10-19,13318,7,150,61,0.901862323313264,0.880032166525361,0.02183015678790301,129
2021-10-20,13323,7,174,45,2.130690548175116,2.0996173256949406,0.03107322248017631,131
2021-10-21,13513,9,135,48,-0.07085697989144916,-0.09495025034874865,0.02409327045729953,129
2021-10-22,13589,7,160,82,1.7703027389331074,1.757961416617673,0.012341322315433653,129
2021-10-23,12149,13,147,58,2.2104448071239156,2.0125936955699495,0.19785111155396523,126
2021-10-24,10809,5,142,60,-0.8611466085283235,-0.9529464568905127,0.09179984836219243,120
2021-10-25,12419,5,129,54,0.9313946427184776,0.9128350450279774,0.01855959769050041,127
2021-10-26,12736,6,131,55,1.394694883597703,1.263043617891605,0.131651265706098,125
2021-10-27,12879,10,140,72,1.3844453899111282,1.2322363619091639,0.1522090280019636,131
2021-10-28,12952,4,162,56,1.2674861199150578,1.2302915109920372,0.037194608923020456,126
2021-10-29,13872,8,163,49,1.2226974652998077,1.145107270885239,0.07759019441456844,127
2021-10-30,11558,12,155,53,2.524630038991849,2.1521082616161036,0.37252177737574543,125
2021-10-31,10837,4,144,37,1.238327282373894,1.1509370266983405,0.08739025567555313,121
2021-11-01,11887,4,129,60,1.0704768270149092,1.0121934176880265,0.058283409326883556,118
2021-11-02,13218,8,150,43,1.959467341420559,1.8682466108290798,0.09122073059147924,132
2021-11-03,12488,4,135,40,0.9871498923873021,0.9796001004369588,0.0075497919503434915,121
2021-11-04,12623,6,146,66,1.431421856634225,1.4102067079716456,0.021215148662580043,122
2021-11-05,13084,8,133,49,2.3720926482446676,1.5460314352888793,0.8260612129557868,126
2021-11-06,11042,6,150,50,4.213669628245863,4.188872541457326,0.024797086788536867,120
2021-11-07,11072,3,152,39,1.2770487141704134,1.2729656018637807,0.004083112306632504,122
2021-11-08,12601,6,136,51,1.213008615827787,1.1319189083700743,0.08108970745771261,123
2021-11-09,13069,3,142,66,1.9045723727796846,1.8889194525427464,0.015652920236939462,132
2021-11-10,13610,4,160,65,1.5391897046679017,1.5267742355216627,0.012415469146238381,130
2021-11-11,16517,18,267,76,2.236482785673005,2.216348599396736,0.02013418627626899,132
2021-11-12,15998,3,184,56,1.3886150173458016,1.3870104064000766,0.0016046109457250246,131
2021-11-13,14172,6,173,99,0.9687587620191466,0.9501721236885919,0.018586638330554347,127
2021-11-14,11986,4,124,52,2.257391969898395,2.216247321875527,0.041144648022866395,118
2021-11-15,13727,5,168,50,0.9023381137010693,0.8842509629713962,0.01808715072967326,132
2021-11-16,14382,2,155,55,1.1427524587108238,1.034241820412951,0.10851063829787243,125
2021-11-17,15161,4,192,84,1.0566101598693902,1.0528885051704249,0.003721654698964927,129
2021-11-18,15989,8,177,68,3.03878834103052,1.9822747293212923,1.0565136117092284,126
2021-11-19,16882,6,192,61,1.1108446315135885,0.6489163741733044,0.4619282573402844,125
2021-11-20,14654,1,156,80,1.2869235847587972,1.2827966399360495,0.004126944822747716,123
2021-11-21,13260,4,158,57,1.5051403159161092,1.296315576570282,0.2088247393458267,122
2021-11-22,16030,12,218,59,4.066640406511527,2.6978804391590008,1.3687599673525273,127
2021-11-23,16024,8,202,56,2.0781618572829426,1.770002773113341,0.30815908416960136,126
2021-11-24,16003,1,186,42,1.9563222829784783,1.9559144459827673,4.0783699570955416e-4,126
2021-11-25,16049,3,178,37,1.5760890439037998,1.2969786385710755,0.27911040533272446,123
2021-11-26,15864,4,169,53,3.4451480543139414,3.3571918869467723,0.08795616736716874,131
2021-11-27,12660,11,133,62,2.254682486025735,1.7093216744779511,0.5453608115477844,127
2021-11-28,11653,2,132,70,1.4145677244661021,1.3962254723539176,0.018342252112183738,126
2021-11-29,14128,3,153,55,2.434608213285923,2.425694296797653,0.008913916488269832,132
2021-11-30,15110,3,148,46,1.749692315225031,1.6913418988761872,0.05835041634884308,128
2021-12-01,14408,5,151,49,3.2203891650528504,3.187581252389539,0.03280791266331131,130
2021-12-02,15141,7,133,67,1.4125802279871391,1.1038906355398974,0.30868959244724176,122
2021-12-03,15601,5,158,65,1.0757581951655186,0.6704627289969232,0.4052954661685959,126
2021-12-04,15416,6,184,51,1.431215308800993,1.4254155395972374,0.005799769203755738,123
2021-12-05,14475,5,185,63,4.488146701303738,4.420978873235931,0.06716782806780652,125
2021-12-06,14848,3,168,55,1.6448336533342955,1.6042409697273103,0.04059268360698508,126
2021-12-07,14966,5,155,39,3.661626066730946,3.4099995935758693,0.2516264731550771,125
2021-12-08,15419,19,164,38,0.8765276091280484,0.820856437311083,0.055671171816965494,124
2021-12-09,16745,11,187,41,1.135239824491978,1.1121634360528987,0.02307638843907935,122
2021-12-10,17006,5,158,44,0.9959830769633498,0.9835028841264474,0.012480192836902885,132
2021-12-11,13975,5,156,62,1.175233249569995,1.0412038897489693,0.13402935982102587,124
2021-12-12,12894,7,150,34,1.6066981021335363,1.5824266923329426,0.02427140980059334,127
2021-12-13,15280,3,141,38,1.0655195217176727,1.046551421050334,0.018968100667338214,126
2021-12-14,15481,3,159,40,0.8305197390606059,0.8235779845298761,0.006941754530729851,130
2021-12-15,15408,8,173,65,1.392966632395416,1.296851278733244,0.0961153536621719,129
2021-12-16,14284,7,160,72,2.185578039305622,2.0313538002230107,0.15422423908261396,127
2021-12-17,15016,14,185,56,1.7806552244939797,1.6849026474680857,0.0957525770258943,125
2021-12-18,11815,7,143,52,1.215867763215348,1.192364060503471,0.02350370271187666,120
2021-12-19,11251,6,142,43,3.0533485097798927,2.7113033117341323,0.342045198045761,122
2021-12-20,13074,7,142,50,1.462075915558648,1.4370479190268008,0.025027996531846456,128
2021-12-21,15625,7,168,47,2.1202878479727825,1.5861687615630335,0.5341190864097491,128
2021-12-22,16029,6,174,50,2.18364473557335,2.0308286887440015,0.15281604682934924,127
2021-12-23,14828,4,152,68,1.479979752320912,1.2067815813639604,0.2731981709569509,125
2021-12-24,12695,3,134,44,2.181848253490154,1.9805578136500972,0.20129043984005832,131
2021-12-25,11027,17,206,75,2.438227254466892,2.3270412148542703,0.1111860396126219,128
2021-12-26,10442,6,121,33,0.28185886210220973,0.21072421988099818,0.07113464222121142,126
2021-12-27,11825,2,141,40,0.9619409939865053,0.9431958760074041,0.018745117979101292,126
2021-12-28,12847,5,140,54,1.1109582355865097,1.1071775690721695,0.003780666514340529,127
2021-12-29,14595,19,163,65,2.2813368515150327,1.4690299735898378,0.812306877925194,127
2021-12-30,15613,4,180,74,1.5021435928695774,1.4847061651050082,0.017437427764568653,126
2021-12-31,18700,7,183,75,0.8984226845393682,0.8673586476790236,0.031064036860344684,130
2022-01-01,11929,3,156,51,3.5912996282582843,3.5499988052009632,0.04130082305732253,124
2022-01-02,13538,2,149,35,2.0637069249325615,2.049545427463718,0.014161497468842967,124
2022-01-03,16109,18,249,77,1.3088953513703856,1.2730972057616161,0.03579814560876943,123
2022-01-04,15745,6,168,67,1.0866082188825463,1.0176817793257922,0.06892643955675412,124
2022-01-05,16920,12,200,59,1.3667074682580291,1.2691336270286342,0.09757384122939503,121
2022-01-06,17291,7,216,83,0.9829268698600033,0.97875306739739,0.004173802462613096,126
2022-01-07,18426,7,219,84,1.3299912251288797,1.2974767173819572,0.03251450774692239,132
2022-01-08,16100,9,209,62,1.0528242066517908,1.0008290451718636,0.05199516147992763,122
2022-01-09,14996,4,196,59,0.9768133882805303,0.9730257798496064,0.0037876084309238054,124
2022-01-10,17160,5,200,54,1.84321904166708,1.830474234746109,0.012744806920971727,127
2022-01-11,17729,15,190,67,1.2398465949143729,1.1730053969017766,0.06684119801259641,131
2022-01-12,18159,2,196,65,0.9966029460771013,0.923637487254361,0.07296545882274023,133
2022-01-13,16834,3,176,58,1.6767741128337503,1.6737729671904071,0.0030011456433432122,131
2022-01-14,18714,2,172,75,0.8967543348163259,0.8775980390798869,0.01915629573643946,135
2022-01-15,17112,7,141,54,1.6047775898988283,1.5928908176030723,0.01188677229575655,130
2022-01-16,13812,4,138,55,0.4577107767799378,0.4543735116286492,0.003337265151289541,132
2022-01-17,15725,8,145,55,1.1202740486444902,1.0664512000460655,0.053822848598423824,128
2022-01-18,16074,2,153,43,0.8925448347864159,0.8751430941229258,0.017401740663490296,127
2022-01-19,15677,2,140,50,0.5466396521272968,0.5459971132684979,6.42538858798813e-4,129
2022-01-20,15843,2,148,46,0.7721437912230961,0.7534438023827639,0.01869998884032926,132
2022-01-21,14697,6,132,47,0.8704173411022673,0.7978148235015639,0.07260251760070342,131
2022-01-22,13456,2,135,57,1.574148899545762,1.525902567559305,0.04824633198645649,123
2022-01-23,12296,2,135,35,3.1797684942330195,3.1662669020081453,0.013501592224872731,127
2022-01-24,14075,13,176,60,1.0989057513768674,1.031384659366461,0.06752109201040689,125
2022-01-25,14107,6,190,38,1.1046333318744554,1.0955643909728716,0.009068940901583902,129
2022-01-26,14622,5,142,27,0.8760810080976766,0.8684135577837409,0.007667450313935558,132
2022-01-27,15016,1,159,48,1.996362492149683,1.9961170837410094,2.4540840867371457e-4,132
2022-01-28,15374,5,159,52,1.3029930352932326,1.2240444160526212,0.0789486192406119,123
2022-01-29,13252,3,155,38,1.656325792836743,1.5695468538595954,0.08677893897714768,118
2022-01-30,11589,4,133,57,1.9247537725331616,1.8662042948911062,0.05854947764205559,123
2022-01-31,14522,2,166,46,1.2618373919593147,1.0663754363416549,0.19546195561765994,129
2022-02-01,15710,2,185,37,0.9878579719036172,0.985791172961819,0.00206679894179894,128
2022-02-02,18583,8,184,81,1.1527950998457173,1.1436342898439356,0.009160810001782628,135
2022-02-03,18813,4,194,57,1.4268077396092003,1.4046688498217579,0.02213888978744183,126
2022-02-04,18654,5,185,70,1.217992590353172,1.214946313943223,0.0030462764099484915,130
2022-02-05,14013,5,171,60,1.8671693089953356,1.8543794855258737,0.012789823469462482,123
2022-02-06,13054,3,149,43,1.7657288593271179,1.719795738522437,0.045933120804681433,130
2022-02-07,14815,4,150,49,1.686015334059474,1.684301353866919,0.001713980192554975,132
2022-02-08,14852,2,147,41,0.9602424938475719,0.8497399873273019,0.11050250652026988,131
2022-02-09,15747,8,152,48,0.8299831752344219,0.794405414189814,0.03557776104460783,128
2022-02-10,17325,7,172,47,1.6329076168081067,1.6125943448941578,0.020313271913949337,132
2022-02-11,18080,7,168,52,0.6408287009239885,0.6203938432462236,0.020434857677764744,127
2022-02-12,15627,2,168,56,0.7483403738529887,0.7475813605702569,7.590132827324486e-4,124
2022-02-13,13535,1,131,44,1.305429888728619,1.3052104735578154,2.1941517080373957e-4,129
2022-02-14,15819,4,138,37,0.8950158947334375,0.8838606932732671,0.011155201460171162,129
2022-02-15,16050,5,163,35,2.089725330907588,2.0623614734169107,0.027363857490677747,129
2022-02-16,16750,2,165,50,0.6304152525728907,0.6255997143882347,0.00481553818465577,125
2022-02-17,17355,3,183,41,2.7460900760193336,2.3393259527197774,0.40676412329955536,127
2022-02-18,17703,5,181,78,2.019852375782126,1.631135936009382,0.3887164397727421,131
2022-02-19,14922,7,175,56,3.699994114972597,2.7471970862719877,0.9527970287006096,132
2022-02-20,13930,1,142,41,1.6310357335114571,1.6307269199730707,3.0881353838552324e-4,126
2022-02-21,16811,5,172,63,2.6647737802589475,2.153871238482936,0.5109025417760115,134
2022-02-22,17271,8,182,48,3.28540575135913,2.507347477654153,0.7780582737049765,126
2022-02-23,17379,7,169,45,3.4027632315515852,2.4423204831472116,0.9604427484043724,128
2022-02-24,14776,12,124,43,2.225563764667215,1.5401980506903206,0.685365713976894,128
2022-02-25,15526,1,156,43,0.9185363076775953,0.9144322282226169,0.0041040794549782435,131
2022-02-26,13752,3,132,33,1.1004469434413504,1.0859953281683499,0.014451615273000163,128
2022-02-27,11936,1,125,47,1.8294008247251952,1.8272271007011973,0.002173724023997914,124
2022-02-28,14214,2,148,36,3.489005685137363,3.3768619168263885,0.11214376831097449,129
2022-03-01,15422,2,145,48,2.1685595758635143,2.161450352044107,0.00710922381940658,130
2022-03-02,15713,3,157,47,0.7938611248487687,0.7573277852301294,0.03653333961863912,132
2022-03-03,16756,8,163,47,3.157972437494334,3.0923714931850173,0.0656009443093174,127
2022-03-04,17478,5,172,75,1.1729032423988415,1.1717009797834148,0.0012022626154263047,129
2022-03-05,15354,6,133,59,1.246687403533129,1.167782046665465,0.07890535686766359,127
2022-03-06,12008,2,128,46,1.5068282513648699,1.505542504935495,0.0012857464293750196,122
2022-03-07,14302,4,118,41,0.8102734558704621,0.787241370083546,0.02303208578691678,126
2022-03-08,15463,18,218,95,1.235272395236367,1.1238194126539964,0.11145298258237035,129
2022-03-09,15035,9,174,55,1.2810152492900007,1.2515078320766748,0.029507417213325247,130
2022-03-10,15866,35,215,56,1.541631119457894,1.1944765015826602,0.3471546178752339,127
2022-03-11,16441,14,177,51,2.3810084908754257,2.064063723327867,0.31694476754755874,129
2022-03-12,14174,2,157,324,0.8265831796977648,0.783952338874153,0.042630840823611856,126
2022-03-13,11516,1,112,47,1.2842372773179003,1.2681342177365795,0.016103059581320456,135
2022-03-14,14459,13,204,60,1.0510268492000194,1.0105769327018068,0.04044991649821324,133
2022-03-15,14718,7,175,85,1.5270286419398285,1.4181087887910633,0.10891985314876568,135
2022-03-16,14330,3,163,77,1.5954865154347095,1.5863002457849946,0.009186269649714666,128
2022-03-17,14818,5,158,52,4.869961200809298,4.848102626981482,0.021858573827818247,131
2022-03-18,14921,7,143,54,1.4107415291317364,1.1744928780025057,0.23624865112923082,129
2022-03-19,12421,6,122,54,1.1464023772878806,1.1164925626435864,0.029909814644294458,130
2022-03-20,11157,4,133,41,3.8270262193358953,3.816792249496373,0.01023396983952103,128
2022-03-21,13133,5,118,50,1.3611051361717807,1.3066929930002595,0.05441214317152042,129
2022-03-22,13366,7,141,37,1.4175753613589712,1.374044508404127,0.043530852954844004,126
2022-03-23,14452,15,195,63,1.7403940842573025,1.711079504821711,0.029314579435591372,132
2022-03-24,14313,9,193,79,2.6794262080174525,2.65049725782227,0.0289289501951817,135
2022-03-25,14427,2,154,52,0.7938920160351858,0.7749389976519089,0.018953018383276857,129
2022-03-26,12450,6,118,51,0.612409520031998,0.6000494197528138,0.01236010027918392,127
2022-03-27,10842,8,141,40,1.9526805978945343,1.7937622520618848,0.15891834583264927,127
2022-03-28,13013,14,175,59,1.008784960938559,0.9137713036208892,0.09501365731766985,128
2022-03-29,14256,15,162,40,1.209221399902743,1.1275238750509757,0.08169752485176729,126
2022-03-30,13734,5,153,50,2.2899188662209258,2.2518540132239973,0.03806485299692758,129
2022-03-31,13937,5,151,70,1.2558196766082328,1.233074677272275,0.02274499933595815,124
2022-04-01,13926,5,156,60,1.6870212655046308,1.6711606245961177,0.01586064090851293,129
2022-04-02,11739,8,134,66,2.222505597393264,2.19052027893436,0.03198531845890552,139
2022-04-03,10825,3,131,44,2.103838411351657,1.9857325298453403,0.11810588150631787,133
2022-04-04,13200,4,133,44,2.245887819754634,2.1563755803722953,0.08951223938233722,125
2022-04-05,14602,7,154,48,1.5155222782375988,1.469100790028303,0.04642148820929557,130
2022-04-06,14364,4,150,38,1.8631577524453298,1.680191462608811,0.18296628983651878,131
2022-04-07,14936,5,144,49,0.9192462822987127,0.8836235577913034,0.03562272450740936,134
2022-04-08,15619,7,163,56,1.0035459382293572,0.9423869914511325,0.0611589467782251,135
2022-04-09,12647,2,139,70,0.9483204410969024,0.9471791992202417,0.0011412418766611752,130
2022-04-10,11345,6,147,41,0.9806994146405692,0.9387178740032087,0.04198154063736031,129
2022-04-11,13769,3,136,53,0.8085101691607042,0.777544593705625,0.03096557545507927,128
2022-04-12,13831,4,104,53,0.648392978555459,0.6077214065435419,0.040671572011917165,135
2022-04-13,14461,14,134,63,0.8615255199583509,0.8015104396240084,0.06001508033434192,129
2022-04-14,14364,7,156,41,0.9577831347212177,0.9380103205432002,0.0197728141780174,133
2022-04-15,13707,4,142,51,0.7882668735579035,0.7511452570981998,0.03712161645970357,128
2022-04-16,11911,5,137,38,0.9908816903269744,0.9861104623946999,0.004771227932275015,126
2022-04-17,10938,2,130,53,1.0522533996194048,1.0491641019664566,0.0030892976529483035,124
2022-04-18,11866,4,149,53,0.821764698775959,0.803650358691261,0.018114340084697738,134
2022-04-19,13379,2,142,39,0.7196012385318559,0.6798246540741953,0.03977658445766043,127
2022-04-20,14589,2,157,57,1.4388942943564635,1.4145197892434538,0.024374505113010328,129
2022-04-21,15699,12,160,60,0.8408280507525335,0.6680568854666196,0.17277116528591396,128
2022-04-22,14980,2,142,35,1.5011065024953645,1.498255180364411,0.0028513221309535695,133
2022-04-23,12201,2,147,40,1.620845124637627,1.619872284011852,9.728406257753534e-4,130
2022-04-24,11215,7,127,37,3.2334835555729757,2.6835393213966654,0.5499442341763101,125
2022-04-25,12857,2,129,58,1.1323382726670292,1.1310240029325018,0.0013142697345269658,129
2022-04-26,12828,6,130,40,0.799140819831297,0.7758217910571087,0.023319028774188712,133
2022-04-27,12812,0,116,38,1.2053525300972825,1.2053525300972825,0,129
2022-04-28,13358,5,142,44,1.5412850993515306,1.4263911834913268,0.11489391586020374,129
2022-04-29,13802,3,139,46,1.441063315852886,1.4317872407168137,0.009276075136071898,131
2022-04-30,12674,3,123,40,1.0446399905451296,0.9038570625891492,0.14078292795597996,122
2022-05-01,11829,3,130,34,1.672491558107576,1.644874710009345,0.027616848098230985,129
2022-05-02,12573,8,146,73,2.11968608882397,1.6179860183381016,0.5017000704858698,128
2022-05-03,14029,1,141,57,1.5133031463646254,1.5127654657039238,5.376806607019956e-4,128
2022-05-04,14556,9,168,58,2.2845460678998113,2.073470254667735,0.21107581323207505,128
2022-05-05,14196,3,129,30,0.2792924522999179,0.27420803991800624,0.0050844123819116455,131
2022-05-06,13324,6,149,51,1.0367914304091999,0.8981117087020422,0.13867972170715734,124
2022-05-07,12003,4,130,59,0.6572516929708592,0.6452822251594038,0.011969467811455619,126
2022-05-08,11308,1,132,44,0.5409327624995074,0.5366825074842063,0.00425025501530092,136
2022-05-09,12454,3,129,50,1.0228937355749488,1.0201696690952993,0.002724066479649535,128
2022-05-10,12227,5,98,50,1.0650802689645977,0.9864531087809028,0.07862716018369593,126
2022-05-11,11655,2,95,31,0.7992842051830359,0.7790697539103627,0.020214451272673125,124
2022-05-12,11598,5,109,32,1.1244181872143424,0.986399210227123,0.13801897698721957,126
2022-05-13,12450,4,122,40,1.504408222656315,1.4593466500374384,0.04506157261887665,135
2022-05-14,11080,7,110,35,1.6407772821975726,1.5527673607323778,0.08800992146519436,128
2022-05-15,10184,3,104,49,3.4891368406964913,3.3853287780565653,0.1038080626399253,123
2022-05-16,11844,6,141,42,1.8825510983766975,1.7981445643380027,0.08440653403869487,127
2022-05-17,12062,4,125,43,1.6743763534726919,1.6380522535443511,0.036324099928340195,130
2022-05-18,12397,3,114,58,0.3106501861364319,0.19086757744077837,0.11978260869565212,125
2022-05-19,13647,4,125,43,1.5722602361119589,1.4472424843885543,0.12501775172340468,126
2022-05-20,14418,5,135,55,1.015979945181939,0.991247399271407,0.024732545910532013,127
2022-05-21,11722,3,133,42,1.2467485945686916,1.2378473964224965,0.008901198146195005,127
2022-05-22,10919,1,120,51,1.5708636425990838,1.570234379340507,6.292632585768578e-4,123
2022-05-23,11916,1,136,41,0.5261093784659124,0.525559927916462,5.494505494505491e-4,130
2022-05-24,13619,13,234,74,2.877412090726909,2.832703261284821,0.044708829442087886,138
2022-05-25,13216,8,163,45,1.102555574621567,1.0834456700154793,0.019109904606087785,131
2022-05-26,14726,7,165,32,1.333973838315376,1.1481385535393138,0.18583528477606276,133
2022-05-27,14795,8,171,71,1.1200635275225497,1.1009067457854447,0.01915678173710496,129
